Gender,Age,Height,Weight,family_history_with_overweight,FAVC,FCVC,NCP,CAEC,SMOKE,CH2O,SCC,FAF,TUE,CALC,MTRANS,y
Female,18.0,1.7,50.0,no,no,1.6767970679792448,3.0,Sometimes,no,1.6767970679792448,no,0.6464058640415105,1.0,Sometimes,Walking,Insufficient_Weight
Female,26.0,1.5984148835610086,105.84148835610088,yes,yes,3.0,3.0,Sometimes,yes,1.7682976712201723,no,0.0,0.6158511643899138,Sometimes,Motorbike,Obesity_Type_III
Male,35.0,1.77,85.0,yes,no,3.0,3.0,Frequently,no,3.0,no,2.0,1.0,Sometimes,Automobile,Overweight_Level_II
Male,23.608051587812604,1.774322063512504,120.3040257939063,yes,yes,2.304025793906302,3.0,Sometimes,yes,2.304025793906302,no,2.0,0.695974206093698,Sometimes,Public_Transportation,Obesity_Type_II
Female,30.0,1.65,71.0,yes,yes,2.0,3.0,Sometimes,no,1.0,no,0.0,0.0,Sometimes,Public_Transportation,Overweight_Level_I
Male,20.90199968786105,1.8732159975028884,62.90199968786105,yes,yes,3.0,3.41960006242779,Frequently,no,2.58039993757221,no,1.41960006242779,0.5803999375722101,Sometimes,Motorbike,Insufficient_Weight
Female,19.73071165387908,1.671154805768682,88.84619223074728,yes,yes,3.0,1.8461922307472816,Sometimes,no,2.576903884626359,no,2.0,0.5769038846263591,no,Public_Transportation,Obesity_Type_I
Male,28.29872062187745,1.8074212606964424,87.18553151741106,no,no,3.0,3.0,Sometimes,no,1.814468482588936,no,2.0,0.0,Frequently,Public_Transportation,Overweight_Level_I
Male,21.01807266582381,1.7530496841993275,146.2146050908137,yes,yes,3.0,3.0,Frequently,no,1.622740916772024,no,1.2454818335440483,1.0,Sometimes,Public_Transportation,Obesity_Type_III
Male,35.7411711926921,1.75,119.1686286238462,yes,no,2.5843143119231,3.0,Sometimes,no,2.5843143119231,no,0.0,1.1686286238462005,no,Automobile,Obesity_Type_II
Female,19.34001595396582,1.560601435856924,43.02004786189746,no,no,2.340015953965821,3.0,Sometimes,no,1.0,yes,1.659984046034179,0.0,Frequently,Public_Transportation,Insufficient_Weight
Male,18.38127768904297,1.7276255537808594,53.381277689042975,yes,yes,2.0,3.1906388445214864,Sometimes,no,2.1906388445214864,no,0.3812776890429727,2.0,Sometimes,Public_Transportation,Insufficient_Weight
Male,27.469680845977045,1.692524822559388,107.150221621456,yes,yes,1.843439718007652,2.156560281992348,no,yes,1.578280140996174,yes,0.0,0.843439718007652,Frequently,Bike,Obesity_Type_II
Female,16.979952138102536,1.617000797698291,84.02004786189747,yes,yes,2.340015953965821,3.0,Sometimes,no,1.659984046034179,yes,1.680031907931642,0.6800319079316419,no,Public_Transportation,Obesity_Type_I
Male,29.627590699624587,1.6851465348764076,50.0,yes,yes,2.414224418726537,3.414224418726537,Always,no,2.585775581273463,no,0.0,1.1715511625469266,no,Public_Transportation,Insufficient_Weight
Male,30.13821426899224,1.7727642853798449,109.18428569198966,yes,yes,2.953928577002588,2.9078571540051747,Sometimes,no,1.0460714229974126,no,1.953928577002588,0.0921428459948252,Sometimes,Automobile,Obesity_Type_I
Female,22.0,1.61,63.0,yes,yes,3.0,3.0,Frequently,no,3.0,no,1.0,0.0,no,Public_Transportation,Normal_Weight
Female,24.702402098565635,1.618730722628417,101.84627068891749,yes,yes,2.765865967144788,1.2341340328552115,Sometimes,no,1.117067016427606,no,0.0,1.7658659671447885,Sometimes,Public_Transportation,Obesity_Type_II
Female,25.39714664178877,1.5833605676306852,107.35032355412469,yes,yes,3.0,3.0,Sometimes,yes,1.075356669776404,no,0.1507133395528079,1.0,Sometimes,Public_Transportation,Obesity_Type_III
Male,29.56991137552636,1.748530970014036,111.17566346975885,yes,yes,1.1433628748245492,2.8566371251754505,no,yes,1.9283185625877253,yes,0.0,0.1433628748245492,Frequently,Automobile,Obesity_Type_II
Male,19.0,1.803930381392303,85.3930381392303,yes,yes,2.8034809303848487,3.0,Sometimes,no,2.0,no,0.8034809303848486,0.8034809303848486,Sometimes,Walking,Overweight_Level_I
Male,22.432632393797054,1.8854610591503764,64.43263239379705,yes,yes,3.0,3.1134735212405893,Frequently,no,2.8865264787594107,no,1.113473521240589,0.8865264787594109,Sometimes,Public_Transportation,Insufficient_Weight
Male,18.0,1.7540340964206644,85.40340964206645,yes,no,2.201704821033225,3.0,Sometimes,no,2.798295178966775,no,1.0,0.2017048210332248,Sometimes,Public_Transportation,Overweight_Level_II
Male,27.0,1.72,88.0,yes,yes,2.0,1.0,Always,no,2.0,no,0.0,0.0,Sometimes,Automobile,Overweight_Level_II
Female,16.370158700255445,1.6062984129974456,65.0,yes,yes,1.7403174005108888,1.0,Sometimes,no,2.0,no,0.3701587002554444,0.7403174005108888,no,Public_Transportation,Overweight_Level_I
Male,23.0,1.7871687974011303,90.0,yes,yes,1.6415601299434717,3.0,Frequently,no,1.6792199350282642,no,0.0,1.3584398700565283,Sometimes,Public_Transportation,Overweight_Level_II
Male,23.0,1.7400949485799933,53.02848457399798,no,yes,2.009494857999327,3.0,Frequently,no,1.0094948579993268,no,2.990505142000673,1.9810102840013464,no,Public_Transportation,Insufficient_Weight
Female,23.950344451244334,1.639424152514282,120.19069299520652,yes,yes,3.0,3.0,Sometimes,yes,1.256206943594458,no,0.5124138871889161,1.0,Sometimes,Public_Transportation,Obesity_Type_III
Female,51.0,1.59,50.0,yes,no,3.0,3.0,Sometimes,yes,3.0,yes,2.0,0.0,no,Public_Transportation,Normal_Weight
Female,21.0,1.63,66.0,yes,yes,3.0,1.0,Sometimes,yes,3.0,no,0.0,0.0,Sometimes,Public_Transportation,Normal_Weight
Male,22.626962979200293,1.6944044446880042,75.0,no,yes,2.8134814896001457,3.0,Sometimes,no,2.8134814896001457,no,1.0,1.6269629792002915,Sometimes,Public_Transportation,Overweight_Level_I
Male,20.0,1.76,55.0,yes,yes,2.0,4.0,Sometimes,no,3.0,no,2.0,2.0,no,Public_Transportation,Insufficient_Weight
Male,22.213690750087306,1.7631051541652116,118.42738150017462,yes,yes,2.0,3.0,Sometimes,yes,2.0,no,1.475793833391537,1.0,Sometimes,Public_Transportation,Obesity_Type_II
Female,18.0,1.6,83.0,yes,yes,2.0,3.0,Sometimes,no,2.0,yes,1.0,0.0,no,Public_Transportation,Obesity_Type_I
Female,30.78417897250316,1.6264746308249054,68.64746308249053,no,no,2.784178972503157,3.0,Sometimes,no,1.784178972503157,no,0.7841789725031568,0.0,Sometimes,Bike,Overweight_Level_I
Male,31.0,1.76,75.0,yes,no,3.0,3.0,Always,no,3.0,yes,3.0,0.0,no,Bike,Normal_Weight
Female,22.91682703227548,1.7409332904027686,135.50919387889945,yes,no,3.0,3.0,Sometimes,no,2.6146033790344347,no,0.7707932419311301,0.385396620965565,no,Bike,Obesity_Type_III
Female,23.0,1.623786183629759,83.84950655820568,yes,yes,2.660197376717732,3.0,Frequently,no,2.660197376717732,no,1.9805921301531937,0.3398026232822687,no,Public_Transportation,Obesity_Type_I
Male,43.42571623863836,1.739357094034041,88.36142564204246,no,yes,2.60642905965959,2.21285811931918,Frequently,no,1.78714188068082,no,0.39357094034041,0.0,no,Automobile,Overweight_Level_II
Female,19.729167748737925,1.6562499350757245,49.27083225126207,no,no,2.458335497475852,3.270832251262074,Sometimes,yes,1.7291677487379258,no,2.0,1.0,Sometimes,Bike,Insufficient_Weight
Male,27.0,1.83,71.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,3.0,2.0,no,Automobile,Normal_Weight
Female,17.0,1.65,67.0,yes,yes,3.0,1.0,Sometimes,no,2.0,no,1.0,1.0,no,Walking,Normal_Weight
Male,25.0,1.89,75.0,no,no,3.0,3.0,Frequently,no,2.0,yes,3.0,0.0,no,Public_Transportation,Normal_Weight
Female,22.42211973468392,1.753919356964547,139.28133702303512,yes,no,3.0,3.0,Sometimes,no,2.5527649668354897,no,0.8944700663290202,0.4472350331645101,no,Bike,Obesity_Type_III
Female,17.0,1.7,85.0,yes,no,2.0,3.0,Frequently,no,2.0,no,1.0,1.0,no,Public_Transportation,Overweight_Level_II
Male,18.0,1.837167673816005,109.42919184540013,yes,yes,2.0,1.570808154599875,Sometimes,yes,2.2854040772999378,no,1.0,1.429191845400125,Sometimes,Public_Transportation,Obesity_Type_I
Female,22.64435209875128,1.7480857574077788,137.5868152470215,yes,no,3.0,3.0,Sometimes,no,2.5805440123439096,no,0.8389119753121803,0.4194559876560901,no,Bike,Obesity_Type_III
Female,26.0,1.5782865997107307,103.82865997107308,yes,yes,3.0,3.0,Sometimes,yes,1.3657319942146149,no,0.0,0.8171340028926927,Sometimes,Motorbike,Obesity_Type_III
Male,26.046369849586604,1.740463698495866,80.0463698495866,no,no,1.9845433834711328,3.0154566165288674,Sometimes,no,2.0154566165288674,no,1.9690867669422647,0.0154566165288674,no,Automobile,Overweight_Level_I
Male,23.32459150412013,1.7632459150412014,96.32459150412014,yes,no,2.0,3.0,Sometimes,no,3.0,no,3.0,2.0,no,Walking,Obesity_Type_I
Female,21.0,1.53,65.0,yes,no,2.0,3.0,Sometimes,no,1.0,no,0.0,1.0,no,Public_Transportation,Overweight_Level_II
Female,26.0,1.6405619966005127,110.05619966005126,yes,no,3.0,3.0,Sometimes,no,2.611239932010254,no,0.0,0.194380033994873,no,Bike,Obesity_Type_III
Male,31.45143901677672,1.7527428049161164,117.80575606710688,yes,no,2.45143901677672,3.0,Sometimes,no,2.72571950838836,no,0.0,1.45143901677672,Sometimes,Automobile,Obesity_Type_II
Male,19.222854847235283,1.8226143746696328,162.14716323078687,yes,yes,3.0,3.0,Frequently,no,1.8471431440955897,no,1.6942862881911795,1.0,Sometimes,Public_Transportation,Obesity_Type_III
Female,26.0,1.62774492357614,108.774492357614,yes,no,3.0,3.0,Sometimes,no,2.354898471522799,no,0.0,0.3225507642386005,no,Bike,Obesity_Type_III
Female,23.0,1.621365376640426,80.84871688539015,yes,yes,2.0,1.0,Sometimes,no,2.0,no,0.2878207786524641,0.0,Sometimes,Public_Transportation,Obesity_Type_I
Female,26.0,1.5699984887161864,102.99984887161864,yes,yes,3.0,3.0,Sometimes,yes,1.1999697743237268,no,0.0,0.9000151128381366,Sometimes,Public_Transportation,Obesity_Type_III
Male,20.442910882755147,1.8058735893276767,154.37280451899198,yes,yes,3.0,3.0,Frequently,no,2.3053638603443933,no,1.389272279311213,0.6946361396556066,Sometimes,Motorbike,Obesity_Type_III
Female,23.0,1.6319757141224978,83.12348213265611,yes,no,2.950607146937556,1.0987857061248878,Sometimes,yes,2.950607146937556,no,0.950607146937556,1.950607146937556,Sometimes,Public_Transportation,Obesity_Type_I
Male,33.300854743900935,1.75,119.710921168022,yes,no,2.8554605840110074,3.0,Sometimes,no,2.8554605840110074,no,0.0,1.7109211680220144,no,Automobile,Obesity_Type_II
Male,22.152536266569538,1.881525362665696,64.15253626656954,yes,yes,3.0,3.1694927466860925,Frequently,no,2.8305072533139075,no,1.1694927466860925,0.8305072533139075,Sometimes,Motorbike,Insufficient_Weight
Female,26.0,1.6269249695329486,108.69249695329486,yes,no,3.0,3.0,Sometimes,no,2.3384993906589724,no,0.0,0.3307503046705137,no,Bike,Obesity_Type_III
Female,20.0,1.6431976454360462,74.90282350622923,yes,yes,3.0,1.194352987541537,Sometimes,no,2.0,no,1.194352987541537,1.0,no,Public_Transportation,Overweight_Level_II
Female,36.05954141564708,1.6222596159658789,79.70229292176457,yes,no,2.940458584352914,3.0,Sometimes,no,1.0,no,0.0,0.0,Sometimes,Automobile,Obesity_Type_I
Female,24.02431596643145,1.6007294789929436,100.3176302517641,yes,yes,3.0,1.0729478992943615,Sometimes,no,1.0,no,0.0486319328629076,1.9513680671370923,Sometimes,Public_Transportation,Obesity_Type_II
Male,25.0,1.71,71.0,yes,yes,2.0,3.0,Frequently,no,2.0,no,0.0,0.0,Sometimes,Motorbike,Normal_Weight
Female,33.0,1.56,48.0,yes,no,2.0,3.0,Sometimes,no,2.0,no,1.0,0.0,Sometimes,Public_Transportation,Normal_Weight
Female,24.309527616286328,1.6092858284885898,98.17854287785254,yes,yes,3.0,1.9285828488589831,Frequently,no,1.0,no,0.6190552325726555,1.3809447674273445,Sometimes,Public_Transportation,Obesity_Type_II
Male,23.912077381718905,1.773442837329693,105.0,yes,yes,3.0,3.0,Sometimes,no,2.304025793906302,no,1.304025793906302,0.608051587812604,Sometimes,Public_Transportation,Obesity_Type_I
Female,26.0,1.6086673831307607,106.86673831307608,yes,yes,3.0,3.0,Sometimes,yes,1.9733476626152144,no,0.0,0.5133261686923929,Sometimes,Motorbike,Obesity_Type_III
Male,22.57523825552904,1.7570793624078491,119.15047651105807,yes,yes,2.0,3.0,Sometimes,yes,2.0,no,1.7168255036860236,1.0,Sometimes,Public_Transportation,Obesity_Type_II
Male,23.34640373982003,1.7638561495928011,120.17320186991002,yes,yes,2.173201869910016,3.0,Sometimes,yes,2.173201869910016,no,2.0,0.8267981300899848,Sometimes,Public_Transportation,Obesity_Type_II
Female,26.0,1.6116696257426566,107.16696257426568,yes,no,3.0,3.0,Sometimes,no,2.033392514853133,no,0.0,0.4833037425734333,no,Bike,Obesity_Type_III
Male,18.0,1.639498917923333,69.29992786155553,yes,no,2.0,2.2999278615555303,Sometimes,no,1.6499639307777652,no,0.0,0.7000721384444697,no,Public_Transportation,Overweight_Level_I
Female,24.73618460009585,1.6089728467462858,113.21636167414933,yes,yes,3.0,3.0,Sometimes,yes,1.1579769249880187,no,0.3159538499760372,1.0,Sometimes,Public_Transportation,Obesity_Type_III
Female,19.35671178155765,1.5621040603401883,43.07013534467294,no,no,2.356711781557647,3.0,Sometimes,no,1.0,yes,1.6432882184423532,0.0,Frequently,Public_Transportation,Insufficient_Weight
Female,25.624574776191626,1.6698549121249695,114.86261733153886,yes,no,3.0,3.0,Sometimes,no,2.953071847023953,no,0.0938563059520936,0.0469281529760468,no,Automobile,Obesity_Type_III
Female,40.90282350622923,1.5419435298754154,80.0,yes,yes,2.0,2.805647012458463,Always,no,1.0971764937707684,no,0.194352987541537,0.0,Sometimes,Automobile,Obesity_Type_I
Female,21.0,1.52,42.0,no,no,3.0,1.0,Frequently,no,1.0,no,0.0,0.0,Sometimes,Public_Transportation,Insufficient_Weight
Female,38.711945357302525,1.517798633932563,60.711945357302525,yes,yes,2.355972678651262,1.7119453573025232,Frequently,yes,2.355972678651262,no,0.0,0.0,Sometimes,Automobile,Overweight_Level_I
Female,19.35796835384572,1.6121015823077145,75.28406329230857,yes,no,3.0,3.0,Frequently,yes,2.642031646154288,no,2.3579683538457124,1.0,Sometimes,Bike,Overweight_Level_II
Male,19.0,1.82,87.0,yes,yes,2.0,3.0,Sometimes,no,2.0,no,0.0,0.0,no,Public_Transportation,Overweight_Level_I
Male,18.0,1.7675783961012348,51.501742135582994,no,no,2.7508710677914974,3.0,Sometimes,no,2.0,no,0.7508710677914974,1.0,Sometimes,Public_Transportation,Insufficient_Weight
Male,19.0,1.74,74.0,yes,no,3.0,1.0,Sometimes,no,3.0,no,3.0,1.0,Sometimes,Walking,Normal_Weight
Female,26.0,1.6326038872678863,109.26038872678866,yes,no,3.0,3.0,Sometimes,no,2.4520777453577325,no,0.0,0.2739611273211337,no,Bike,Obesity_Type_III
Male,17.0,1.798359801205122,57.83598012051221,no,yes,2.0,3.1640198794877943,Frequently,no,2.0,no,2.0,1.0,no,Walking,Insufficient_Weight
Male,27.0,1.8788657601139065,100.4659728034172,yes,yes,2.511342398860938,1.0,Frequently,no,1.5113423988609378,no,1.5113423988609378,0.5113423988609378,Sometimes,Walking,Overweight_Level_II
Female,16.0,1.61,65.0,yes,yes,1.0,1.0,Sometimes,no,2.0,no,0.0,0.0,no,Public_Transportation,Overweight_Level_I
Female,19.64620136809976,1.551588634744339,41.09746757873317,no,no,2.5487337893665862,1.0,Frequently,no,1.0,no,0.0,0.9025324212668278,Sometimes,Public_Transportation,Insufficient_Weight
Male,18.0,1.7167674257181076,52.51511385771616,yes,yes,2.0,3.0,Sometimes,no,2.0,no,0.0,1.8383712859053865,Sometimes,Public_Transportation,Insufficient_Weight
Female,23.046002642021755,1.480920052840435,60.13800792606526,yes,yes,2.0,1.0,Sometimes,yes,1.0460026420217527,no,0.0,0.0,Sometimes,Public_Transportation,Overweight_Level_II
Male,23.732311979374888,1.8363384401031253,122.26768802062512,yes,no,3.0,2.366155989687445,Frequently,no,2.366155989687445,no,1.366155989687445,0.0,Sometimes,Walking,Obesity_Type_II
Female,26.0,1.6507693706348543,111.07693706348546,yes,no,3.0,3.0,Sometimes,no,2.815387412697093,no,0.0,0.0923062936514537,no,Automobile,Obesity_Type_III
Male,18.0,1.7640888909821189,52.370158700255445,no,no,2.629841299744556,3.0,Sometimes,no,2.0,no,0.6298412997445556,1.3701587002554445,Sometimes,Public_Transportation,Insufficient_Weight
Male,19.851567885549528,1.821396343004325,158.88179487268485,yes,yes,3.0,3.0,Frequently,no,2.231445985693691,no,1.537108028612618,0.768554014306309,Sometimes,Motorbike,Obesity_Type_III
Female,18.78097195119218,1.683667009145863,91.58572896339412,yes,yes,1.1952429877980446,3.0,Frequently,no,1.1952429877980446,no,0.0,0.8047570122019555,Sometimes,Public_Transportation,Obesity_Type_I
Male,41.0,1.75,116.00696854233198,yes,yes,2.0,2.5017421355829947,Sometimes,no,1.7508710677914974,no,0.2491289322085026,0.0,Sometimes,Bike,Obesity_Type_II
Female,21.0,1.6868997578425768,75.0,yes,yes,2.0,3.0,Sometimes,no,1.6620048431484642,no,1.0,0.0,Sometimes,Public_Transportation,Overweight_Level_I
Male,20.58584076460557,1.802121679929104,153.28296416988252,yes,yes,3.0,3.0,Frequently,no,2.323230095575697,no,1.3535398088486066,0.6767699044243033,Sometimes,Motorbike,Obesity_Type_III
Female,23.0,1.602080839026255,78.27744520350066,yes,yes,2.0,1.0,Sometimes,yes,2.0,no,0.9306386991248344,0.0,Frequently,Public_Transportation,Obesity_Type_I
Female,22.0,1.5,49.0,yes,no,2.0,1.0,Sometimes,no,2.0,no,3.0,0.0,no,Walking,Normal_Weight
Female,19.98177817434845,1.6183600356913606,44.94533452304536,no,yes,2.98177817434845,3.0,Frequently,no,1.0,no,1.0182218256515498,0.0,Sometimes,Public_Transportation,Insufficient_Weight
Female,19.0,1.7,64.0,yes,yes,3.0,3.0,no,no,3.0,yes,3.0,1.0,no,Public_Transportation,Normal_Weight
Male,18.0,1.77,87.0,yes,yes,3.0,3.0,Sometimes,no,2.0,no,1.0,1.0,Frequently,Public_Transportation,Overweight_Level_II
Male,22.810701283912127,1.7594649358043937,120.47324679021968,yes,yes,2.0946493580439363,2.8107012839121275,Sometimes,yes,1.905350641956064,no,1.810701283912128,0.9053506419560636,Sometimes,Public_Transportation,Obesity_Type_II
Female,26.68997578425768,1.6739393703906995,99.42190798017918,no,no,2.3240096862969284,3.662004843148464,Frequently,no,1.3379951568515358,no,1.3240096862969284,0.0,Sometimes,Motorbike,Obesity_Type_II
Female,19.5543540525114,1.611087081050228,45.0,no,yes,3.0,3.0,Sometimes,no,1.8912918949771984,no,1.4456459474885994,0.0,Sometimes,Public_Transportation,Insufficient_Weight
Male,22.438971420705634,1.7004925721364927,94.43897142070564,yes,yes,2.0,3.0,Frequently,no,2.0,no,0.0,0.4389714207056361,Sometimes,Motorbike,Obesity_Type_I
Female,23.06824972333712,1.673605323220687,128.01928370538306,yes,yes,3.0,3.0,Sometimes,yes,1.3664687845828598,no,0.7329375691657198,1.0,Sometimes,Public_Transportation,Obesity_Type_III
Female,19.902165839349,1.61804331678698,45.0,no,yes,3.0,3.0,Frequently,no,1.195668321302003,no,1.0978341606510016,0.0,Sometimes,Public_Transportation,Insufficient_Weight
Male,55.0,1.78,84.0,yes,no,3.0,4.0,Frequently,no,3.0,yes,3.0,0.0,Frequently,Walking,Overweight_Level_I
Female,18.0,1.730717573154295,50.68261273676211,no,no,2.341306368381055,3.0,Sometimes,no,2.0,no,0.341306368381055,1.0,Sometimes,Walking,Insufficient_Weight
Male,25.0,1.78,78.0,yes,yes,2.0,1.0,Sometimes,no,2.0,no,2.0,1.0,Sometimes,Public_Transportation,Normal_Weight
Female,26.0,1.5790911031150343,103.90911031150344,yes,yes,3.0,3.0,Sometimes,yes,1.381822062300692,no,0.0,0.809088968849654,Sometimes,Motorbike,Obesity_Type_III
Female,30.488657601139064,1.635340271965828,69.53402719658281,yes,yes,2.488657601139062,3.0,Sometimes,no,1.4886576011390622,no,0.4886576011390622,0.0,Sometimes,Motorbike,Overweight_Level_I
Female,26.0,1.57990507053176,103.990507053176,yes,yes,3.0,3.0,Sometimes,yes,1.3981014106352003,no,0.0,0.8009492946823997,Sometimes,Motorbike,Obesity_Type_III
Female,19.0,1.51,45.0,no,yes,2.0,4.0,Sometimes,no,1.0,no,3.0,0.0,Sometimes,Public_Transportation,Normal_Weight
Female,23.369148134592404,1.6619455097845444,125.3488103054924,yes,yes,3.0,3.0,Sometimes,yes,1.3288564831759495,no,0.6577129663518988,1.0,Sometimes,Public_Transportation,Obesity_Type_III
Female,23.728632202100275,1.6480155021686145,122.15838920636006,yes,yes,3.0,3.0,Sometimes,yes,1.2839209747374656,no,0.5678419494749314,1.0,Sometimes,Public_Transportation,Obesity_Type_III
Male,45.84005157521111,1.6207005802211252,81.61004512830972,yes,no,2.230006446901389,2.5399871061972217,Sometimes,yes,2.769993553098611,no,0.0,0.0,no,Motorbike,Obesity_Type_I
Male,22.9068972321941,1.798137944643882,89.98137944643882,yes,yes,1.093102767805899,2.8137944643882014,Always,no,2.0,no,0.0,1.8137944643882016,Frequently,Public_Transportation,Overweight_Level_II
Male,23.0,1.72,70.0,no,no,2.0,3.0,Sometimes,no,2.0,no,3.0,1.0,Frequently,Public_Transportation,Normal_Weight
